ID	Protein
2584	NP_002469.2
2585	NP_001403.1
2586	NP_055413.1
2587	NP_002034.1
2588	NP_071400.1
2589	NP_002005.1
2590	NP_203755.1
2591	NP_076983.1
2592	NP_114147.2
2593	NP_000951.1
2594	BAB14554.1
2595	NP_004513.1
2596	NP_005950.1
2597	NP_000574.2
2598	NP_004403.1
2599	NP_066025.1
2600	NP_766638.2
2601	NP_055238.1
2602	NP_004474.2
2603	NP_000959.2
2604	NP_689799.3
2605	NP_004151.2
2606	NP_005916.1
2607	NP_004263.1
2608	NP_003810.1
2609	NP_001506.1
2610	NP_203127.3
2611	NP_005861.1
2612	NP_077289.1
2613	NP_063945.2
2614	NP_000498.2
2615	NP_071940.4
2616	NP_065972.3
2617	NP_005230.1
2618	NP_057558.3
2619	NP_036382.2
2620	NP_000806.2
2621	NP_004965.1
2622	NP_060418.4
2623	NP_006561.1
2624	NP_002843.1
2625	NP_000177.2
2626	NP_008982.1
2627	NP_065086.1
2628	NP_006573.2
2629	NP_036267.1
2630	NP_000133.1
2631	NP_079199.2
2632	NP_001486.4
2633	NP_004549.1
2634	NP_002589.2
2635	NP_004498.1
2636	NP_036313.3
2637	NP_005302.3
2638	NP_079051.9
2639	NP_002904.3
2640	NP_005227.1
2641	NP_973730.1
2642	NP_036284.1
2643	NP_852133.1
2644	NP_076423.2
2645	NP_001741.4
2646	NP_000083.3
2647	NP_057368.3
2648	NP_003117.2
2649	NP_079239.2
2650	NP_036557.1
2651	NP_003621.1
2652	NP_006370.1
2653	NP_003864.3
2654	NP_005210.3
2655	NP_620355.1
2656	NP_005130.1
2657	NP_002577.2
2658	NP_004562.2
2659	NP_037524.1
2660	NP_002569.1
2661	NP_000324.1
2662	NP_000256.3
2663	NP_003541.2
2664	NP_003081.2
2665	NP_065777.1
2666	NP_006174.1
2667	NP_060724.1
2668	NP_872604.1
2669	NP_002000.1
2670	NP_006355.2
2671	NP_006192.1
2672	NP_002031.2
2673	NP_001675.3
2674	NP_715637.1
2675	NP_000308.1
2676	NP_002387.1
2677	NP_110386.1
2678	NP_065699.1
2679	NP_003732.2
2680	NP_005521.1
2681	NP_055103.3
2682	NP_002750.1
2683	CAA34971.1
2684	NP_005078.2
2685	NP_002015.1
2686	NP_002890.1
2687	NP_060120.2
2688	NP_002593.1
2689	NP_004223.2
2690	NP_000631.1
2691	NP_002179.2
2692	NP_000470.1
2693	NP_065434.1
2694	NP_009028.1
2695	NP_003332.1
2696	NP_958861.2
2697	NP_006079.1
2698	NP_005960.1
2699	NP_064717.1
2700	NP_004090.4
2701	NP_853549.1
2702	NP_003878.1
2703	NP_996845.1
2704	NP_001934.2
2705	NP_077740.1
2706	NP_036309.1
2707	NP_071923.2
2708	NP_004765.2
2709	NP_001002295.1
2710	NP_284941.2
2711	NP_001179.1
2712	NP_612401.1
2713	NP_114098.1
2714	NP_001612.1
2715	NP_932174.1
2716	NP_003218.2
2717	NP_000401.1
2718	NP_005728.2
2719	NP_055792.1
2720	NP_057168.1
2721	NP_057703.1
2722	NP_036399.3
2723	NP_006700.2
2724	NP_852124.1
2725	NP_065850.1
2726	NP_000531.2
2727	NP_878248.2
2728	NP_001710.1
2729	NP_064519.2
2730	NP_006417.1
2731	NP_004986.1
2732	NP_000353.1
2733	NP_005058.3
2734	NP_055028.2
2735	NP_001091990.1
2736	NP_066018.1
2737	AAH36391.1
2738	NP_001635.2
2739	NP_001004067.1
2740	NP_891553.2
2741	NP_005467.1
2742	P45974
2743	NP_150592.1
2744	NP_056956.1
2745	NP_036466.1
2746	NP_057283.1
2747	NP_055514.2
2748	NP_055665.1
2749	NP_116558.1
2750	NP_001001481.1
2751	NP_695005.1
2752	NP_055819.1
2753	NP_000796.1
2754	NP_938031.1
2755	NP_060691.2
2756	Q14242
2757	NP_004376.2
2758	NP_006266.2
2759	NP_039234.1
2760	NP_003213.1
2761	NP_055554.1
2762	NP_067045.1
2763	NP_002413.1
2764	NP_058646.2
2765	NP_060466.2
2766	NP_071902.2
2767	NP_001494.2
2768	NP_005158.5
2769	NP_002267.2
2770	NP_938149.2
2771	NP_005589.1
2772	NP_003911.1
2773	NP_002516.1
2774	NP_001732.1
2775	NP_775876.1
2776	NP_150282.1
2777	NP_848512.1
2778	NP_004220.2
2779	NP_006333.1
2780	NP_114172.1
2781	NP_005828.1
2782	NP_036205.1
2783	NP_060568.3
2784	NP_149129.2
2785	NP_871615.1
2786	NP_005670.2
2787	NP_848597.1
2788	NP_002620.1
2789	NP_002610.1
2790	NP_942014.1
2791	NP_490597.1
2792	NP_005559.2
2793	AAH10922.1
2794	AAQ62859.1
2795	NP_001959.1
2796	NP_057270.1
2797	NP_054706.1
2798	NP_004573.2
2799	NP_001781.2
2800	NP_079100.2
2801	NP_005008.2
2802	NP_001371.1
2803	NP_001007468.1
2804	NP_001654.1
2805	NP_006652.1
2806	NP_006775.1
2807	NP_002796.4
2808	NP_060135.1
2809	NP_003153.2
2810	NP_064570.1
2811	NP_055710.2
2812	NP_005116.1
2813	NP_000445.1
2814	NP_004518.1
2815	NP_006183.1
2816	NP_000015.1
2817	NP_001783.2
2818	NP_005651.1
2819	NP_057213.2
2820	NP_009043.1
2821	NP_003238.2
2822	NP_003600.2
2823	NP_066566.3
2824	NP_005998.1
2825	NP_001562.1
2826	NP_002566.1
2827	NP_054767.3
2828	NP_000829.1
2829	NP_036248.2
2830	NP_852610.1
2831	NP_002364.5
2832	NP_003033.2
2833	NP_002865.1
2834	NP_060767.2
2835	NP_006283.1
2836	NP_079163.2
2837	NP_776056.1
2838	NP_001627.1
2839	NP_110430.5
2840	NP_004840.1
2841	NP_001648.1
2842	NP_203123.1
2843	NP_036232.1
2844	NP_061905.2
2845	NP_002697.1
2846	NP_005466.1
2847	NP_001461.1
2848	NP_004453.3
2849	NP_006657.1
2850	NP_009103.2
2851	NP_542174.1
2852	NP_001760.1
2853	NP_203744.1
2854	NP_001004019.1
2855	NP_057651.1
2856	NP_005774.2
2857	NP_001988.1
2858	NP_060835.1
2859	NP_003064.2
2860	NP_006500.2
2861	NP_004478.3
2862	NP_003330.1
2863	NP_055844.1
2864	NP_006618.1
2865	NP_004271.1
2866	NP_001512.1
2867	NP_079273.2
2868	NP_001953.1
2869	NP_004429.1
2870	NP_056251.2
2871	NP_079456.2
2872	NP_116165.1
2873	NP_057002.2
2874	NP_004493.3
2875	NP_055291.1
2876	NP_116190.2
2877	NP_000878.2
2878	NP_009135.3
2879	NP_004130.2
2880	NP_004336.2
2881	NP_005265.1
2882	NP_057278.2
2883	NP_001338.2
2884	NP_899200.1
2885	NP_005753.1
2886	NP_201588.1
2887	NP_059995.1
2888	NP_722549.2
2889	NP_072088.1
2890	NP_002327.2
2891	NP_071753.1
2892	NP_000615.2
2893	NP_064627.1
2894	NP_954592.1
2895	AAC39889.1
2896	NP_061830.3
2897	NP_005018.1
2898	NP_055288.1
2899	NP_037444.1
2900	NP_036331.1
2901	NP_803187.1
2902	NP_683699.1
2903	NP_005083.1
2904	NP_057511.2
2905	NP_001429.2
2906	NP_064703.1
2907	NP_003007.2
2908	NP_055574.2
2909	NP_001001651.1
2910	NP_002682.1
2911	NP_059988.3
2912	NP_002913.3
2913	NP_057725.1
2914	NP_001355.2
2915	NP_060142.3
2916	NP_006104.4
2917	NP_000408.1
2918	NP_599032.1
2919	NP_003931.1
2920	NP_005966.1
2921	NP_002459.1
2922	NP_001077430.1
2923	NP_000029.2
2924	NP_056490.2
2925	NP_005913.2
2926	NP_006321.1
2927	NP_001002858.1
2928	NP_055240.2
2929	NP_060372.2
2930	NP_115885.2
2931	NP_689485.1
2932	NP_036527.1
2933	NP_001842.3
2934	NP_000086.2
2935	NP_001610.2
2936	NP_008857.2
2937	NP_000205.1
2938	NP_001035090.1
2939	NP_114128.2
2940	NP_006067.3
2941	NP_036361.1
2942	NP_004510.1
2943	NP_001734.1
2944	NP_004917.2
2945	NP_002606.3
2946	NP_056175.2
2947	NP_031401.1
2948	NP_009153.3
2949	NP_004985.2
2950	NP_057709.2
2951	NP_055277.1
2952	NP_061730.1
2953	NP_000202.2
2954	NP_061879.2
2955	NP_004595.2
2956	NP_003743.1
2957	NP_056671.2
2958	NP_004662.2
2959	NP_005160.2
2960	NP_909122.1
2961	NP_002639.1
2962	NP_003508.1
2963	NP_001244.1
2964	NP_006730.2
2965	NP_004489.1
2966	NP_005436.1
2967	NP_690902.1
2968	NP_001036249.1
2969	NP_001073936.1
2970	NP_874364.1
2971	NP_597680.1
2972	NP_004790.2
2973	NP_005537.3
2974	NP_006600.3
2975	NP_003966.1
2976	NP_789783.1
2977	NP_004384.2
2978	NP_065917.1
2979	NP_003090.2
2980	NP_003661.1
2981	NP_110389.1
2982	NP_057409.1
2983	NP_006729.4
2984	NP_849194.1
2985	NP_006763.1
2986	NP_000735.1
2987	NP_277038.1
2988	NP_150091.2
2989	NP_005325.2
2990	NP_001297.1
2991	NP_077310.1
2992	NP_001035257.1
2993	NP_002980.1
2994	NP_001829.1
2995	NP_004136.2
2996	NP_003868.1
2997	NP_009055.2
2998	NP_003349.1
2999	NP_000698.1
3000	NP_001247.2
3001	NP_001072993.1
3002	NP_005151.2
3003	NP_001008505.2
3004	NP_036427.1
3005	NP_036234.3
3006	NP_057234.2
3007	NP_068745.2
3008	NP_005145.2
3009	NP_001705.2
3010	NP_060849.2
3011	NP_060275.2
3012	NP_006261.1
3013	AAA35801.1
3014	NP_073599.2
3015	NP_003286.1
3016	NP_000693.1
3017	NP_004550.2
3018	NP_000113.1
3019	NP_005076.3
3020	NP_835468.1
3021	NP_055572.1
3022	NP_004548.3
3023	NP_005245.2
3024	NP_005739.2
3025	NP_005569.1
3026	NP_004301.1
3027	NP_001484.1
3028	NP_037446.1
3029	NP_004841.2
3030	NP_055310.1
3031	NP_003014.2
3032	NP_004227.1
3033	NP_002818.1
3034	NP_003234.2
3035	NP_005232.1
3036	NP_002370.1
3037	NP_000964.1
3038	NP_006227.1
3039	NP_055145.2
3040	NP_006073.2
3041	NP_055719.1
3042	NP_002059.1
3043	NP_060912.2
3044	NP_004281.1
3045	NP_055022.1
3046	P08651
3047	NP_004626.1
3048	NP_003786.1
3049	NP_002834.3
3050	AAQ88694.1
3051	NP_000482.3
3052	NP_037465.2
3053	NP_149122.1
3054	NP_001020128.1
3055	NP_009041.2
3056	NP_005682.2
3057	NP_115763.2
3058	NP_002220.1
3059	NP_002827.1
3060	NP_003568.2
3061	NP_006182.2
3062	NP_005988.1
3063	NP_004851.1
3064	NP_005226.1
3065	NP_003802.1
3066	NP_004315.1
3067	NP_001036111.1
3068	NP_858058.1
3069	AAD34717.1
3070	NP_001720.1
3071	NP_057737.2
3072	AAC16273.1
3073	NP_005990.1
3074	NP_065385.2
3075	NP_078772.1
3076	NP_006149.2
3077	NP_001323.1
3078	NP_000282.1
3079	NP_003468.1
3080	NP_001979.1
3081	NP_005979.1
3082	NP_056295.1
3083	NP_001036189.1
3084	NP_937872.1
3085	NP_000709.1
3086	NP_065207.2
3087	NP_001177.1
3088	NP_001911.1
3089	NP_055637.1
3090	NP_009105.1
3091	NP_803238.1
3092	NP_002705.2
3093	NP_055742.2
3094	NP_001073889.1
3095	NP_006319.1
3096	NP_000665.1
3097	NP_004497.1
3098	NP_057564.3
3099	NP_005225.2
3100	NP_001228.1
3101	NP_005132.2
3102	NP_003474.1
3103	NP_005542.1
3104	NP_443134.2
3105	NP_000446.1
3106	NP_055100.2
3107	NP_057376.1
3108	NP_004432.1
3109	NP_689901.1
3110	NP_115805.1
3111	NP_060077.1
3112	NP_005176.1
3113	NP_079525.1
3114	NP_114032.2
3115	NP_689413.1
3116	NP_031381.2
3117	NP_055211.2
3118	NP_056176.2
3119	NP_002894.1
3120	NP_036455.1
3121	NP_001009555.2
3122	NP_982272.1
3123	NP_057207.1
3124	NP_000416.1
3125	NP_000136.2
3126	NP_001938.1
3127	NP_003398.1
3128	NP_001942.2
3129	NP_002224.1
3130	NP_000535.3
3131	NP_000762.2
3132	NP_000932.3
3133	NP_001602.1
3134	NP_003801.1
3135	NP_005787.1
3136	NP_002601.1
3137	NP_114430.2
3138	NP_000850.1
3139	NP_000782.1
3140	NP_001005388.1
3141	NP_003276.2
3142	NP_065845.1
3143	NP_001211.3
3144	NP_006566.2
3145	NP_112506.2
3146	NP_004710.2
3147	NP_443107.1
3148	NP_060676.2
3149	NP_054890.1
3150	NP_008918.1
3151	NP_004154.2
3152	NP_037393.1
3153	NP_006539.3
3154	NP_060713.1
3155	AAF23374.1
3156	NP_000263.2
3157	NP_002649.1
3158	NP_002278.1
3159	NP_001073860.1
3160	NP_073577.2
3161	NP_055868.1
3162	NP_056391.1
3163	NP_003634.2
3164	NP_001703.2
3165	NP_055999.1
3166	NP_002565.1
3167	NP_778224.1
3168	NP_060956.1
3169	NP_112509.2
3170	NP_008958.1
3171	NP_003096.1
3172	NP_001034794.1
3173	NP_003830.1
3174	NP_056982.1
3175	NP_203752.1
3176	NP_036196.1
3177	NP_068773.2
3178	NP_060327.2
3179	NP_000900.1
3180	NP_060423.2
3181	NP_002457.1
3182	NP_004698.2
3183	NP_036391.1
3184	NP_005515.1
3185	NP_055907.3
3186	NP_001786.1
3187	NP_004039.1
3188	NP_001790.1
3189	NP_001092082.1
3190	NP_085097.3
3191	NP_003003.3
3192	NP_110388.2
3193	NP_003705.1
3194	NP_004199.1
3195	NP_001433.1
3196	NP_006707.1
3197	NP_004517.2
3198	NP_004359.1
3199	NP_000081.1
3200	NP_001074016.1
3201	NP_006733.1
3202	NP_109590.3
3203	NP_003496.1
3204	NP_004669.1
3205	NP_001390.1
3206	NP_059139.2
3207	NP_002766.1
3208	NP_004246.1
3209	NP_009060.2
3210	NP_003333.1
3211	AAH16330.1
3212	NP_060955.1
3213	NP_001727.1
3214	NP_115803.1
3215	NP_006393.2
3216	NP_068605.1
3217	NP_038203.2
3218	AAH00065.1
3219	NP_115899.1
3220	NP_004792.1
3221	NP_056371.1
3222	NP_004915.2
3223	NP_001028229.1
3224	NP_064567.2
3225	NP_001647.1
3226	NP_001017534.1
3227	NP_004545.2
3228	NP_002009.1
3229	NP_001020423.1
3230	NP_955392.1
3231	NP_002008.2
3232	NP_116197.4
3233	NP_001310.2
3234	NP_005704.1
3235	NP_055243.1
3236	NP_002529.1
3237	NP_361012.1
3238	NP_060280.2
3239	NP_005994.1
3240	NP_001907.2
3241	NP_005046.2
3242	NP_663719.1
3243	NP_001010938.1
3244	NP_000556.1
3245	NP_060873.3
3246	NP_068815.2
3247	NP_003493.1
3248	NP_065228.3
3249	NP_005731.1
3250	NP_116270.1
3251	NP_775762.1
3252	NP_005746.2
3253	NP_060529.4
3254	NP_055481.1
3255	NP_037403.1
3256	NP_115882.1
3257	NP_055112.2
3258	NP_998785.1
3259	NP_005868.1
3260	NP_006591.1
3261	NP_000485.3
3262	NP_002655.1
3263	NP_005989.3
3264	NP_054731.2
3265	NP_000717.2
3266	BAA20562.1
3267	NP_001759.3
3268	NP_057445.2
3269	NP_001136.1
3270	NP_001174.2
3271	NP_115796.2
3272	NP_008844.1
3273	NP_000855.1
3274	NP_000515.2
3275	NP_064537.1
3276	NP_004480.1
3277	NP_002870.2
3278	NP_005007.2
3279	NP_001405.1
3280	NP_065132.1
3281	NP_055656.1
3282	NP_078986.1
3283	NP_037473.3
3284	NP_055530.2
3285	NP_055800.2
3286	NP_003625.1
3287	NP_000259.1
3288	NP_004250.4
3289	NP_001010871.1
3290	NP_036242.1
3291	NP_000598.1
3292	NP_996895.1
3293	AAC39542.1
3294	NP_006444.2
3295	NP_000067.1
3296	NP_003103.2
3297	NP_060365.6
3298	NP_116291.1
3299	NP_005567.2
3300	NP_002080.1
3301	NP_003631.2
3302	NP_005428.1
3303	NP_065750.1
3304	NP_006133.1
3305	NP_057340.2
3306	NP_115553.2
3307	NP_003730.4
3308	NP_068711.1
3309	NP_000946.2
3310	NP_004869.1
3311	NP_062817.1
3312	NP_000388.2
3313	NP_001796.2
3314	NP_777547.1
3315	NP_001073948.1
3316	NP_001488.2
3317	NP_277073.1
3318	NP_006727.2
3319	NP_002708.1
3320	NP_005886.2
3321	AAG28389.1
3322	NP_005361.2
3323	NP_573571.1
3324	NP_055365.2
3325	NP_001377.1
3326	NP_001092903.1
3327	NP_872429.1
3328	NP_000506.2
3329	NP_002637.2
3330	NP_001784.2
3331	NP_002810.1
3332	NP_000415.2
3333	NP_066934.1
3334	NP_002644.3
3335	NP_000297.1
3336	NP_055935.4
3337	NP_065821.1
3338	NP_116027.2
3339	NP_079107.5
3340	NP_689737.3
3341	NP_002921.1
3342	NP_002855.1
3343	NP_006640.2
3344	NP_000536.4
3345	NP_058625.2
3346	NP_115925.1
3347	NP_004431.1
3348	NP_000180.2
3349	NP_000875.2
3350	NP_003296.1
3351	NP_057494.2
3352	NP_001071131.1
3353	NP_037379.1
3354	NP_998725.1
3355	NP_000987.2
3356	NP_116069.1
3357	NP_000058.1
3358	NP_002979.1
3359	NP_005756.2
3360	NP_000528.1
3361	NP_003055.1
3362	NP_009045.2
3363	NP_631906.2
3364	NP_065134.1
3365	NP_002350.1
3366	NP_001770.1
3367	NP_055500.1
3368	NP_003738.2
3369	AAH00714.1
3370	NP_060146.2
3371	NP_002952.1
3372	NP_870989.1
3373	NP_005725.3
3374	NP_001035530.1
3375	NP_001013633.1
3376	Q9H0U9
3377	NP_001009991.2
3378	NP_003268.1
3379	NP_038459.1
3380	NP_079494.1
3381	NP_060014.2
3382	NP_071387.1
3383	NP_000200.1
3384	NP_002977.1
3385	NP_005171.4
3386	NP_001092872.1
3387	NP_057212.1
3388	NP_079255.2
3389	NP_036546.2
3390	NP_004286.2
3391	NP_066920.1
3392	NP_000171.1
3393	NP_665898.1
3394	NP_757344.2
3395	NP_002053.2
3396	NP_055232.1
3397	NP_004092.1
3398	NP_004748.2
3399	NP_862827.1
3400	NP_078941.2
3401	NP_003531.1
3402	NP_001315.1
3403	NP_001317.1
3404	NP_689515.1
3405	NP_001078927.1
3406	NP_005894.3
3407	NP_886553.2
3408	NP_660302.1
3409	NP_036249.1
3410	NP_006709.2
3411	NP_009202.1
3412	NP_002857.1
3413	NP_001036009.1
3414	NP_003797.1
3415	NP_573441.2
3416	NP_006770.1
3417	NP_002176.2
3418	NP_002435.1
3419	NP_758869.1
3420	NP_065855.1
3421	NP_005293.1
3422	NP_064583.1
3423	Q13084
3424	NP_004707.2
3425	NP_002683.2
3426	NP_006155.2
3427	NP_067076.2
3428	NP_006463.2
3429	NP_004208.2
3430	NP_443070.1
3431	NP_001866.2
3432	NP_000325.4
3433	NP_006083.1
3434	NP_002696.3
3435	NP_005505.2
3436	BAB12247.1
3437	NP_000560.5
3438	NP_005420.1
3439	NP_891555.2
3440	NP_002003.1
3441	NP_002147.2
3442	NP_031367.1
3443	NP_003742.2
3444	NP_000841.1
3445	NP_068557.1
3446	NP_001873.2
3447	NP_003344.1
3448	NP_005709.1
3449	NP_002863.1
3450	AAB05036.1
3451	NP_000551.1
3452	NP_803173.1
3453	NP_002955.2
3454	NP_002154.1
3455	NP_002478.1
3456	NP_542402.1
3457	NP_000208.2
3458	NP_000971.1
3459	NP_569730.1
3460	NP_001687.1
3461	NP_061865.1
3462	NP_444269.1
3463	NP_005457.2
3464	NP_660303.1
3465	NP_579875.1
3466	NP_004967.1
3467	NP_060570.1
3468	NP_057321.2
3469	NP_068577.1
3470	NP_004377.2
3471	NP_006825.1
3472	NP_004128.1
3473	NP_003828.2
3474	NP_065901.1
3475	NP_612403.2
3476	NP_004631.1
3477	NP_068775.1
3478	NP_003245.1
3479	NP_005625.2
3480	NP_004973.1
3481	NP_066996.2
3482	NP_009121.1
3483	NP_055494.2
3484	NP_001071089.1
3485	NP_150646.3
3486	NP_006582.1
3487	NP_060405.3
3488	NP_005304.3
3489	NP_036440.1
3490	NP_149348.2
3491	NP_064624.1
3492	NP_004166.1
3493	NP_002412.1
3494	NP_003692.1
3495	NP_009204.1
3496	NP_982301.1
3497	NP_002377.3
3498	NP_005903.2
3499	NP_001876.1
3500	NP_008993.1
3501	NP_660201.1
3502	NP_005174.2
3503	NP_055227.1
3504	NP_150281.1
3505	NP_071919.2
3506	NP_055815.1
3507	NP_004266.2
3508	NP_149107.3
3509	NP_110383.1
3510	NP_219486.1
3511	NP_060383.2
3512	NP_001012750.1
3513	NP_079175.2
3514	NP_689837.2
3515	NP_004610.1
3516	NP_003087.1
3517	NP_001530.1
3518	NP_073622.2
3519	NP_009193.2
3520	NP_653247.1
3521	NP_004901.1
3522	NP_002120.1
3523	NP_002427.1
3524	NP_005487.3
3525	NP_055680.2
3526	NP_079522.2
3527	NP_085152.1
3528	NP_003271.1
3529	NP_003272.3
3530	NP_000322.2
3531	NP_000335.1
3532	NP_004496.2
3533	NP_000423.2
3534	NP_001192.2
3535	NP_001837.2
3536	NP_004231.1
3537	NP_060538.2
3538	NP_862820.1
3539	NP_006035.2
3540	NP_066289.2
3541	NP_001555.1
3542	NP_001642.1
3543	NP_055585.1
3544	NP_067638.3
3545	NP_000327.2
3546	NP_055547.1
3547	NP_002584.1
3548	NP_004860.2
3549	NP_000958.1
3550	NP_002187.1
3551	NP_006077.2
3552	NP_002131.2
3553	NP_002225.2
3554	NP_008960.2
3555	NP_663768.1
3556	NP_005036.2
3557	NP_003374.3
3558	NP_002211.1
3559	NP_001224.1
3560	NP_001641.1
3561	NP_001005375.1
3562	NP_114434.3
3563	NP_036374.1
3564	NP_002148.1
3565	NP_068781.2
3566	NP_004822.2
3567	NP_036370.2
3568	NP_443100.1
3569	NP_065717.1
3570	NP_077268.1
3571	NP_006284.2
3572	NP_005397.1
3573	NP_002336.1
3574	NP_001443.1
3575	NP_003463.1
3576	NP_036330.1
3577	NP_115509.3
3578	NP_036351.3
3579	NP_003358.1
3580	NP_149438.2
3581	NP_000106.1
3582	NP_003950.1
3583	NP_542403.1
3584	NP_705838.3
3585	NP_751945.1
3586	NP_009009.1
3587	NP_059111.1
3588	NP_006645.3
3589	NP_640337.2
3590	NP_000997.1
3591	NP_001609.1
3592	NP_066283.1
3593	NP_000710.5
3594	NP_001604.1
3595	NP_001706.2
3596	NP_067674.2
3597	NP_000062.1
3598	NP_036247.1
3599	NP_068506.1
3600	NP_005729.1
3601	NP_002282.1
3602	NP_056156.2
3603	NP_001738.2
3604	NP_067681.1
3605	NP_003469.2
3606	NP_037423.2
3607	NP_443180.2
3608	NP_006175.2
3609	NP_000954.1
3610	NP_008996.1
3611	NP_005992.1
3612	NP_004291.1
3613	NP_055312.2
3614	NP_000306.1
3615	NP_062823.1
3616	NP_003065.2
3617	NP_036246.1
3618	NP_001145.1
3619	NP_003565.4
3620	NP_003933.1
3621	NP_002893.1
3622	NP_002183.1
3623	NP_001209.1
3624	NP_002298.1
3625	NP_002896.2
3626	NP_000317.1
3627	NP_002709.2
3628	NP_005582.1
3629	NP_001892.1
3630	NP_004193.1
3631	NP_004637.1
3632	NP_003504.2
3633	NP_037414.3
3634	NP_079161.2
3635	NP_006154.1
3636	NP_000610.2
3637	NP_005525.2
3638	NP_000157.1
3639	NP_061168.2
3640	NP_071335.1
3641	NP_006281.1
3642	NP_054753.1
3643	NP_057344.2
3644	NP_004261.1
3645	NP_001074011.1
3646	NP_077297.2
3647	NP_002104.2
3648	NP_056109.1
3649	NP_976046.1
3650	NP_001923.2
3651	NP_066287.2
3652	NP_002151.1
3653	NP_075387.1
3654	NP_005773.2
3655	NP_002887.2
3656	NP_003838.1
3657	NP_055664.2
3658	NP_005551.3
3659	NP_003583.2
3660	NP_003080.2
3661	NP_038462.1
3662	NP_006251.1
3663	NP_066292.2
3664	NP_002290.2
3665	CAE47746.2
3666	NP_110445.1
3667	NP_976033.1
3668	NP_003632.2
3669	NP_004856.1
3670	NP_056943.1
3671	NP_002055.1
3672	NP_055278.1
3673	NP_037479.1
3674	NP_066296.2
3675	NP_000422.1
3676	NP_055439.1
3677	NP_085143.1
3678	NP_005447.1
3679	AAH44925.1
3680	NP_008952.1
3681	NP_005425.1
3682	NP_006265.1
3683	NP_848540.1
3684	NP_113670.1
3685	NP_057537.1
3686	NP_004877.1
3687	NP_542970.1
3688	NP_653174.2
3689	NP_057526.3
3690	NP_001577.1
3691	NP_733762.2
3692	NP_000166.2
3693	NP_031386.1
3694	NP_001001788.2
3695	NP_005496.4
3696	NP_073593.2
3697	NP_002369.2
3698	NP_002452.1
3699	NP_003365.1
3700	NP_066270.1
3701	NP_001271.1
3702	NP_060597.4
3703	NP_056276.1
3704	NP_002907.1
3705	NP_000275.1
3706	NP_005931.2
3707	NP_001768.1
3708	NP_000110.1
3709	NP_055135.1
3710	NP_006447.1
3711	NP_008867.2
3712	NP_001020767.1
3713	NP_001440.2
3714	AAH41119.1
3715	NP_000119.1
3716	NP_003896.1
3717	NP_003959.3
3718	NP_005646.1
3719	NP_003186.1
3720	NP_006046.1
3721	NP_000050.2
3722	NP_110440.1
3723	NP_064552.2
3724	NP_006672.1
3725	NP_001449.3
3726	NP_003854.1
3727	NP_066278.2
3728	NP_940902.1
3729	NP_000467.1
3730	NP_001006933.1
3731	NP_115590.1
3732	NP_004483.1
3733	NP_002791.1
3734	NP_002792.1
3735	NP_001924.2
3736	NP_077003.1
3737	NP_003789.1
3738	NP_002614.2
3739	NP_006165.1
3740	NP_000896.1
3741	NP_001962.3
3742	NP_005605.1
3743	NP_000084.3
3744	NP_006546.1
3745	NP_056520.2
3746	NP_073153.1
3747	AAL59601.1
3748	NP_002935.2
3749	NP_757385.1
3750	NP_078821.2
3751	NP_057458.4
3752	NP_001956.2
3753	NP_002043.2
3754	NP_055456.2
3755	NP_060469.4
3756	NP_002372.1
3757	NP_077285.2
3758	NP_653222.2
3759	NP_689500.2
3760	NP_057404.2
3761	NP_037406.1
3762	NP_149094.2
3763	NP_004031.1
3764	NP_112492.2
3765	NP_076959.1
3766	NP_002247.3
3767	NP_000055.2
3768	NP_066303.2
3769	NP_055131.2
3770	NP_056323.2
3771	NP_036387.2
3772	NP_003171.2
3773	NP_062820.1
3774	NP_001391.2
3775	NP_000121.2
3776	NP_004334.1
3777	NP_005490.1
3778	NP_002544.1
3779	NP_005906.2
3780	NP_076946.1
3781	NP_068814.2
3782	NP_996925.1
3783	NP_000343.2
3784	NP_005038.1
3785	NP_036418.1
3786	NP_001656.2
3787	NP_055634.2
3788	NP_004680.2
3789	NP_001478.1
3790	NP_000738.2
3791	NP_008913.1
3792	NP_005035.1
3793	NP_060501.2
3794	NP_036253.2
3795	NP_000509.1
3796	NP_000508.1
3797	NP_003215.1
3798	NP_000880.1
3799	NP_065815.1
3800	NP_005732.2
3801	NP_057714.1
3802	NP_005084.1
3803	NP_254274.1
3804	NP_079487.2
3805	AAG00868.1
3806	NP_002819.1
3807	NP_115936.1
3808	NP_001279.2
3809	NP_001175.1
3810	NP_569055.1
3811	NP_005740.1
3812	NP_065174.1
3813	NP_061857.2
3814	NP_055405.3
3815	NP_005619.1
3816	NP_001834.2
3817	NP_542380.1
3818	NP_862825.1
3819	NP_002876.1
3820	NP_817092.1
3821	NP_982264.2
3822	NP_919246.1
3823	NP_000945.3
3824	NP_065834.1
3825	NP_061882.2
3826	NP_002716.1
3827	NP_066390.1
3828	NP_066925.1
3829	NP_079355.1
3830	NP_001158.2
3831	NP_005845.2
3832	NP_004051.1
3833	NP_003052.1
3834	NP_002072.1
3835	AAH09752.1
3836	NP_690607.1
3837	NP_775106.2
3838	NP_004920.1
3839	NP_057614.1
3840	NP_001836.2
3841	NP_056183.2
3842	NP_002553.2
3843	NP_000198.1
3844	NP_000387.1
3845	NP_065731.3
3846	NP_444505.1
3847	NP_003904.3
3848	NP_004436.1
3849	NP_000385.1
3850	NP_004229.1
3851	NP_001398.2
3852	NP_002872.1
