ID	Protein
1358	NP_003145.1
1359	NP_003482.1
1360	NP_000006.2
1361	NP_060441.2
1362	NP_006735.2
1363	NP_057130.1
1364	NP_004992.2
1365	NP_060597.4
1366	NP_075011.1
1367	NP_061039.2
1368	AAH26351.1
1369	AAA60120.1
1370	NP_005363.1
1371	NP_055895.1
1372	NP_149033.2
1373	NP_061138.3
1374	NP_071350.2
1375	NP_000064.1
1376	NP_057736.4
1377	Q14643
1378	NP_005691.2
1379	NP_056469.2
1380	NP_063941.2
1381	NP_115729.1
1382	NP_003634.2
1383	NP_005913.2
1384	NP_003175.1
1385	NP_057152.1
1386	NP_036192.1
1387	NP_056164.1
1388	NP_849195.1
1389	NP_055677.3
1390	NP_060700.2
1391	NP_001479.3
1392	NP_076962.2
1393	NP_078923.3
1394	NP_277037.1
1395	NP_075394.3
1396	NP_004991.1
1397	NP_004536.2
1398	NP_663318.1
1399	NP_003898.2
1400	NP_149024.1
1401	NP_071431.2
1402	NP_001022.1
1403	NP_775106.2
1404	NP_004556.1
1405	NP_705831.1
1406	NP_863654.1
1407	NP_004230.1
1408	NP_079218.1
1409	BAA20562.1
1410	NP_036410.1
1411	NP_109598.2
1412	NP_005751.2
1413	NP_079104.2
1414	NP_001069.1
1415	NP_077722.1
1416	NP_659457.2
1417	NP_872387.1
1418	NP_061930.1
1419	NP_689823.1
1420	NP_002069.2
1421	NP_872426.1
1422	NP_004623.1
1423	NP_079481.2
1424	NP_004345.1
1425	NP_821068.1
1426	NP_653302.2
1427	NP_004220.2
1428	NP_066996.2
1429	AAH15202.2
1430	NP_002523.2
1431	NP_054796.1
1432	NP_068834.2
1433	NP_004713.2
1434	NP_057022.2
1435	NP_054785.2
1436	NP_004890.2
1437	NP_054892.2
1438	NP_005038.1
1439	NP_004943.1
1440	NP_058633.2
1441	NP_060037.2
1442	NP_055883.2
1443	NP_599150.1
1444	NP_777623.1
1445	NP_000728.1
1446	NP_002519.1
1447	NP_116070.1
1448	NP_002027.2
1449	NP_005614.2
1450	NP_000021.1
1451	NP_055610.1
1452	NP_005821.1
1453	NP_000961.2
1454	NP_065937.1
1455	NP_001002021.1
1456	NP_057178.2
1457	NP_055542.1
1458	NP_004347.1
1459	NP_004738.3
1460	NP_055113.2
1461	NP_064578.2
1462	NP_064709.2
1463	AAK17573.1
1464	NP_060399.1
1465	NP_787119.1
1466	NP_000531.2
1467	NP_006608.1
1468	NP_060910.3
1469	NP_878919.2
1470	NP_055400.1
1471	NP_004156.1
1472	NP_060942.2
1473	NP_689979.1
1474	NP_005380.1
1475	NP_734464.1
1476	NP_079330.2
1477	NP_689419.2
1478	NP_002294.2
1479	NP_001009997.1
1480	NP_444277.2
1481	NP_116010.1
1482	NP_114091.2
1483	NP_056976.2
1484	NP_067067.1
1485	NP_057694.2
1486	NP_689883.1
1487	NP_006205.1
1488	NP_742017.1
1489	NP_077005.2
1490	NP_115689.1
1491	NP_006351.2
1492	NP_110383.1
1493	NP_036586.2
1494	NP_001002244.1
1495	NP_115904.1
1496	NP_003323.1
1497	NP_037384.1
1498	NP_002405.1
1499	NP_066998.1
1500	NP_060494.1
1501	NP_945344.1
1502	NP_055567.1
1503	NP_078959.3
1504	NP_055866.1
1505	NP_038203.2
1506	NP_002260.2
1507	NP_004238.2
1508	NP_115806.1
1509	NP_689479.1
1510	NP_065988.1
1511	NP_064585.1
1512	NP_002452.1
1513	NP_005591.1
1514	NP_002696.3
1515	NP_071761.1
1516	NP_005026.3
1517	NP_003316.3
1518	NP_000925.2
1519	NP_005959.2
1520	NP_077298.1
1521	NP_079084.2
1522	NP_001179.1
1523	NP_064522.3
1524	NP_001035930.1
1525	NP_068575.1
1526	NP_068570.1
1527	NP_001623.3
1528	NP_004699.1
1529	NP_005288.3
1530	NP_071447.1
1531	NP_060445.3
1532	NP_055523.1
1533	NP_000062.1
1534	NP_085133.1
1535	NP_004079.3
1536	NP_003802.1
1537	NP_000377.1
1538	NP_006340.1
1539	NP_071375.1
1540	NP_004534.2
1541	NP_542970.1
1542	NP_001768.1
1543	NP_036365.1
1544	NP_056100.2
1545	NP_060663.2
1546	NP_997001.1
1547	NP_004478.3
1548	NP_004532.1
1549	NP_060418.4
1550	NP_612441.1
1551	NP_000391.1
1552	NP_001816.1
1553	NP_005248.2
1554	NP_000354.3
1555	NP_000134.2
1556	NP_002477.1
1557	NP_002524.2
1558	NP_004037.1
1559	NP_002966.1
1560	NP_055277.1
1561	NP_127490.1
1562	NP_036224.1
1563	AAF34739.1
1564	NP_054888.2
1565	NP_060191.3
1566	NP_003913.3
1567	NP_115662.2
1568	NP_057327.2
1569	NP_976035.1
1570	NP_060898.2
1571	NP_003325.2
1572	NP_055673.2
1573	NP_004143.1
1574	NP_060463.1
1575	NP_064633.1
1576	NP_036219.1
1577	NP_001510.2
1578	NP_005432.1
1579	NP_071324.1
1580	NP_065203.1
1581	NP_000441.1
1582	NP_001024.1
1583	NP_001025.1
1584	NP_005453.2
1585	NP_006467.4
1586	NP_055748.2
1587	NP_001515.1
1588	NP_891556.1
1589	NP_001687.1
1590	NP_004879.1
1591	NP_000107.1
1592	NP_003788.2
1593	AAA93070.1
1594	NP_001641.1
1595	NP_000186.2
1596	NP_071364.4
1597	NP_004314.4
1598	NP_053582.1
1599	NP_058626.1
1600	NP_055317.1
1601	NP_036218.1
1602	NP_579874.1
1603	NP_078942.2
1604	NP_005940.1
1605	NP_710161.1
1606	NP_113619.1
1607	NP_444282.2
1608	NP_000433.3
1609	NP_002689.1
1610	NP_078865.1
1611	NP_055517.3
1612	BAB14224.1
1613	NP_060741.2
1614	NP_001013633.1
1615	NP_071285.1
1616	NP_005004.1
1617	NP_065691.2
1618	NP_060932.2
1619	NP_059130.2
1620	NP_000538.3
1621	NP_055626.3
1622	NP_055318.2
1623	NP_066569.1
1624	NP_620586.3
1625	NP_005638.1
1626	NP_002079.3
1627	NP_003792.1
1628	NP_071323.1
1629	NP_065391.1
1630	NP_006568.2
1631	NP_689905.1
1632	NP_001035933.1
1633	NP_060935.1
1634	NP_997006.1
1635	NP_006645.3
1636	NP_061184.1
1637	NP_077285.2
1638	NP_000450.2
1639	NP_036363.2
1640	NP_006004.1
1641	NP_004770.4
1642	NP_000527.1
1643	NP_000566.3
1644	NP_006105.1
1645	NP_061932.1
1646	NP_055570.1
1647	NP_009042.1
1648	NP_004950.2
1649	NP_060962.2
1650	NP_001741.4
1651	NP_003616.2
1652	NP_009035.3
1653	NP_036232.1
1654	NP_000439.1
1655	NP_004682.2
1656	NP_057714.1
1657	NP_060534.1
1658	NP_002530.1
1659	NP_110387.1
1660	NP_057472.2
1661	NP_733745.1
1662	NP_542171.1
1663	NP_000627.2
1664	NP_078989.1
1665	NP_055379.1
1666	NP_940870.2
1667	NP_054876.2
1668	NP_476516.1
1669	NP_057060.1
1670	NP_659419.3
1671	NP_057044.2
1672	NP_001694.2
1673	NP_001915.1
1674	NP_004365.1
1675	NP_001003690.1
1676	NP_003181.3
1677	NP_002718.2
1678	NP_113676.2
1679	NP_001668.1
1680	NP_003600.2
1681	NP_003713.3
1682	NP_005629.1
1683	NP_006070.2
1684	NP_004246.1
1685	NP_002105.2
1686	NP_004068.2
1687	NP_005262.1
1688	NP_006651.2
1689	NP_006003.1
1690	NP_065394.1
1691	NP_079157.2
1692	NP_078867.2
1693	NP_115712.1
1694	NP_057179.1
1695	NP_003159.1
1696	NP_057211.4
1697	NP_005111.2
1698	NP_006113.2
1699	NP_005253.3
1700	NP_055857.1
1701	NP_036270.1
1702	NP_690000.2
1703	NP_112578.2
1704	NP_000230.1
1705	NP_002288.1
1706	NP_005048.2
1707	NP_002207.2
1708	NP_004322.1
1709	NP_001036148.1
1710	NP_005025.1
1711	NP_001928.2
1712	NP_068835.1
1713	NP_061822.1
1714	CAA58827.1
1715	NP_003529.1
1716	NP_006156.2
1717	NP_036237.2
1718	NP_060518.1
1719	NP_057285.3
1720	NP_000555.2
1721	NP_000386.1
1722	NP_064505.1
1723	NP_004252.2
1724	NP_002901.1
1725	NP_110426.4
1726	NP_055630.2
1727	NP_006315.1
1728	NP_115501.2
1729	NP_002308.2
1730	NP_068602.2
1731	AAD39742.1
1732	NP_671735.1
1733	NP_006322.3
1734	NP_060345.1
1735	NP_001550.1
1736	NP_002178.2
1737	NP_057297.2
1738	NP_057332.1
1739	NP_055613.1
1740	NP_689669.1
1741	NP_057400.1
1742	O60673
1743	NP_001803.2
1744	NP_937795.1
1745	NP_002100.2
1746	NP_001636.1
1747	NP_060102.1
1748	NP_598193.2
1749	NP_478123.1
1750	NP_005711.1
1751	NP_663729.1
1752	NP_060567.1
1753	NP_003707.2
1754	NP_056449.1
1755	P20290
1756	NP_006324.1
1757	NP_061974.2
1758	NP_067065.1
1759	NP_057302.1
1760	NP_004996.1
1761	NP_002798.2
1762	NP_690869.1
1763	NP_002813.2
1764	NP_057033.2
1765	NP_057698.2
1766	NP_001234.2
1767	NP_004590.2
1768	NP_036276.1
1769	NP_003144.3
1770	NP_057427.3
1771	NP_036247.1
1772	NP_055940.3
1773	NP_740753.1
1774	NP_003642.2
1775	CAH18258.1
1776	NP_005725.3
1777	NP_079506.3
1778	NP_005203.2
1779	NP_001882.1
1780	NP_003744.1
1781	NP_940974.1
1782	NP_000025.1
1783	NP_001015.1
1784	NP_112201.1
1785	NP_005267.2
1786	NP_057422.3
1787	NP_000967.1
1788	BAC04504.1
1789	NP_660349.1
1790	NP_001888.2
1791	NP_001073892.1
1792	NP_996994.1
1793	NP_003444.1
1794	NP_001008.1
1795	NP_003194.3
1796	NP_056054.1
1797	NP_056188.1
1798	NP_006336.3
1799	NP_004044.3
1800	NP_003640.2
1801	NP_055592.1
1802	NP_004292.1
1803	NP_006049.3
1804	NP_060639.2
1805	NP_689476.2
1806	NP_002155.1
1807	NP_055950.1
1808	NP_055484.2
1809	NP_001412.1
1810	NP_003923.2
1811	NP_055850.1
1812	NP_036228.1
1813	NP_001235.1
1814	NP_004674.1
1815	NP_071328.2
1816	NP_001092744.1
1817	AAH07932.2
1818	NP_005908.1
1819	NP_733786.2
1820	NP_008877.1
1821	NP_003117.2
1822	NP_573570.2
1823	NP_037392.1
1824	NP_000170.1
1825	NP_008953.1
1826	NP_000231.1
1827	NP_001970.2
1828	NP_004837.1
1829	NP_005436.1
1830	NP_006256.1
1831	NP_001036214.1
1832	NP_004946.1
1833	NP_003748.1
1834	NP_001620.2
1835	NP_000689.1
1836	NP_060323.1
1837	NP_036601.2
1838	AAA60144.1
1839	NP_004740.2
1840	NP_004640.2
1841	NP_003733.2
1842	NP_000978.1
1843	NP_005817.1
1844	NP_002950.3
1845	NP_000850.1
1846	NP_004306.2
1847	NP_060252.3
1848	NP_001061.2
1849	NP_000998.1
1850	NP_061155.2
1851	NP_001779.3
1852	NP_115998.2
1853	CAC41349.1
1854	NP_758872.1
1855	NP_002653.1
1856	NP_612410.1
1857	NP_004530.1
1858	NP_036429.2
1859	NP_002007.1
1860	NP_877421.2
1861	NP_848018.1
1862	NP_060145.2
1863	NP_055884.2
1864	NP_001006.1
1865	NP_037428.2
1866	NP_001077362.1
1867	NP_060239.2
1868	NP_004938.1
1869	NP_005255.1
1870	NP_000505.1
1871	NP_006635.2
1872	NP_036541.2
1873	NP_002286.2
1874	NP_068594.1
1875	NP_942600.1
1876	NP_004880.1
1877	NP_079100.2
1878	NP_065723.1
1879	NP_525127.1
1880	NP_003261.1
1881	NP_001243.1
1882	NP_001233.1
1883	NP_000437.3
1884	NP_036333.2
1885	NP_003357.2
1886	NP_057723.1
1887	NP_057444.2
1888	NP_006585.1
1889	NP_112486.1
1890	AAH30144.2
1891	NP_000772.1
1892	NP_067674.2
1893	NP_597714.2
1894	NP_055662.2
1895	NP_004896.1
1896	NP_002406.1
1897	NP_536724.1
1898	NP_000983.1
1899	NP_078858.3
1900	NP_689825.2
1901	NP_001484.1
1902	NP_002808.2
1903	NP_002807.1
1904	NP_006773.2
1905	NP_002942.2
1906	NP_004633.1
1907	NP_003380.2
1908	NP_000989.1
1909	NP_060197.4
1910	NP_006383.2
1911	NP_000705.2
1912	NP_002941.1
1913	NP_061109.1
1914	NP_079520.1
1915	NP_112176.1
1916	NP_060108.1
1917	NP_066972.1
1918	NP_113607.1
1919	NP_057513.1
1920	NP_001646.2
1921	NP_071888.1
1922	NP_659502.2
1923	NP_055787.1
1924	NP_000174.1
1925	NP_002018.1
1926	NP_008964.3
1927	NP_055620.1
1928	NP_004902.1
1929	NP_003646.2
1930	NP_037501.2
1931	NP_054891.2
1932	NP_000782.1
1933	NP_006111.2
1934	NP_006361.1
1935	NP_036354.1
1936	AAP34197.1
1937	NP_115753.1
1938	NP_068598.1
1939	NP_056046.1
1940	NP_079483.3
1941	NP_001087240.1
1942	NP_550433.1
1943	NP_079430.3
1944	NP_005990.1
1945	NP_068805.1
1946	NP_660154.2
1947	NP_570125.1
1948	NP_009038.1
1949	NP_006271.1
1950	NP_065173.2
1951	NP_004101.2
1952	NP_001035948.1
1953	NP_005861.1
1954	NP_000812.2
1955	NP_954642.1
1956	NP_068579.3
1957	NP_775098.2
1958	NP_003747.1
1959	NP_004930.1
1960	NP_000396.2
1961	NP_000405.1
1962	NP_005656.4
1963	NP_073210.1
1964	NP_005692.1
1965	NP_001001.2
1966	NP_787058.3
1967	NP_056286.3
1968	NP_000962.2
1969	NP_056318.1
1970	NP_001092093.1
1971	NP_006776.1
1972	NP_005998.1
1973	NP_055629.1
1974	NP_055971.1
1975	NP_055615.8
1976	NP_004454.2
1977	NP_006332.2
1978	NP_110517.2
1979	NP_660333.2
1980	NP_001076437.1
1981	NP_000582.1
1982	NP_060311.1
1983	NP_066940.1
1984	NP_443183.1
1985	NP_009191.1
1986	NP_055031.2
1987	NP_002785.1
1988	NP_057049.3
1989	NP_055966.2
1990	NP_004305.1
1991	NP_060631.2
1992	NP_001321.1
1993	NP_510965.1
1994	NP_005434.4
1995	NP_066933.1
1996	NP_003079.1
1997	AAR05948.1
1998	NP_079410.4
1999	NP_057564.3
2000	NP_036337.1
2001	NP_000808.2
2002	NP_002330.1
2003	NP_056207.2
2004	NP_036616.1
2005	NP_036244.2
2006	NP_057717.1
2007	NP_000123.1
2008	NP_036556.2
2009	NP_892010.1
2010	NP_149017.2
2011	NP_065797.2
2012	NP_055129.2
2013	NP_000870.1
2014	NP_057056.1
2015	NP_001546.2
2016	NP_116287.1
2017	NP_001005388.1
2018	NP_476528.1
2019	NP_060931.2
2020	NP_057190.2
2021	NP_055489.1
2022	NP_002912.2
2023	NP_056250.3
2024	NP_078886.2
2025	NP_004249.1
2026	NP_919227.2
2027	NP_057057.2
2028	NP_001736.1
2029	NP_001034463.3
2030	NP_001073986.1
2031	NP_055675.1
2032	NP_002938.1
2033	NP_114416.1
2034	NP_115865.1
2035	NP_061195.2
2036	NP_055258.1
2037	NP_060231.1
2038	NP_001719.2
2039	NP_001800.1
2040	NP_003137.1
2041	NP_079487.2
2042	NP_149118.2
2043	NP_004394.1
2044	NP_003965.2
2045	NP_004652.2
2046	NP_150254.1
2047	Q02509
2048	NP_065955.1
2049	NP_067635.2
2050	NP_631946.1
2051	NP_000148.2
2052	NP_000024.2
2053	NP_060062.1
2054	NP_060414.3
2055	NP_005695.3
2056	NP_057104.1
2057	NP_115525.1
2058	NP_036578.2
2059	NP_058214.1
2060	NP_005555.2
2061	NP_733930.1
2062	NP_005032.2
2063	NP_060583.2
2064	NP_115963.1
2065	NP_005180.1
2066	NP_000937.1
2067	NP_076945.2
2068	NP_150284.1
2069	NP_055083.1
2070	NP_689557.1
2071	NP_009092.2
2072	NP_006708.2
2073	NP_476515.1
2074	NP_001008405.1
2075	NP_055842.1
2076	NP_004754.1
2077	NP_001005375.1
2078	NP_945319.1
2079	NP_005845.2
2080	NP_000406.1
2081	NP_006313.1
2082	NP_775323.1
2083	NP_005249.1
2084	NP_064596.1
2085	NP_066952.1
2086	NP_003359.3
2087	NP_055791.1
2088	NP_001549.1
2089	NP_055252.2
2090	NP_079061.2
2091	NP_057604.1
2092	NP_835260.2
2093	NP_006295.1
2094	NP_060856.1
2095	NP_004248.2
2096	NP_002640.2
2097	AAF12793.3
2098	NP_060405.3
2099	NP_689799.3
2100	NP_001073867.1
2101	NP_490595.1
2102	NP_065833.1
2103	NP_079058.1
2104	NP_006463.2
2105	NP_001007091.1
2106	NP_006410.1
2107	AAP55851.1
2108	NP_060733.3
2109	NP_115920.1
2110	NP_055440.1
2111	NP_079020.13
2112	NP_060355.1
2113	NP_115910.1
2114	NP_071919.2
2115	NP_002482.1
2116	NP_057665.2
2117	NP_003134.1
2118	NP_001881.1
2119	NP_065801.1
2120	NP_000583.2
2121	NP_002045.1
2122	NP_003800.1
2123	NP_061113.1
2124	NP_002684.1
2125	NP_683515.3
2126	NP_005859.1
2127	NP_071394.2
2128	NP_951032.1
2129	NP_003045.2
2130	NP_001940.1
2131	NP_006512.2
2132	NP_002106.1
2133	BAA11621.1
2134	NP_004861.2
2135	NP_004420.1
2136	NP_031373.2
2137	NP_079458.2
2138	NP_444504.1
2139	NP_076946.1
2140	NP_004284.1
2141	NP_065117.1
2142	NP_003936.1
2143	NP_001003789.1
2144	NP_001092287.1
2145	NP_477517.1
2146	NP_065730.2
2147	NP_995580.1
2148	NP_000382.3
2149	NP_038471.2
2150	NP_057016.1
2151	NP_071906.1
2152	NP_001995.1
2153	NP_443177.1
2154	NP_036292.2
2155	NP_004637.1
2156	NP_055785.2
2157	NP_036214.1
2158	NP_037475.1
2159	NP_060826.1
2160	NP_067652.1
2161	NP_060337.1
2162	NP_055804.2
2163	NP_829884.1
2164	NP_064628.1
2165	NP_009169.3
2166	NP_005690.1
2167	NP_001553.1
2168	NP_006224.1
2169	NP_004613.1
2170	NP_003553.2
2171	NP_006180.1
2172	NP_037366.1
2173	NP_060045.4
2174	NP_116023.2
2175	NP_002634.1
2176	NP_115639.1
2177	NP_037536.2
2178	NP_078966.2
2179	NP_004883.2
2180	NP_001020.2
2181	NP_477511.1
2182	NP_003473.3
2183	NP_671512.1
2184	NP_006612.2
2185	NP_008847.1
2186	NP_004325.1
2187	NP_000282.1
2188	NP_036323.2
2189	NP_004921.1
2190	NP_003820.2
2191	NP_067680.3
2192	NP_060793.1
2193	NP_036307.2
2194	NP_077308.1
2195	NP_000149.2
2196	NP_002622.2
2197	NP_055918.1
2198	NP_001077430.1
2199	NP_776056.1
2200	NP_003303.2
2201	NP_055181.3
2202	NP_002019.1
2203	NP_001017969.2
2204	NP_061918.3
2205	NP_037500.2
2206	NP_006069.1
2207	NP_037468.1
2208	NP_060377.1
2209	NP_079169.1
2210	NP_000320.1
2211	NP_056972.1
2212	NP_079224.1
2213	NP_004755.2
2214	NP_612440.1
2215	NP_057037.1
2216	NP_006201.1
2217	NP_000207.2
2218	NP_000104.1
2219	NP_057323.3
2220	NP_998785.1
2221	NP_006357.1
2222	NP_005331.1
2223	NP_001878.1
2224	NP_002168.1
2225	NP_061182.3
2226	NP_060342.2
2227	NP_008940.1
2228	NP_003451.1
2229	NP_112240.1
2230	NP_056265.2
2231	NP_060272.2
2232	NP_079232.3
2233	NP_714969.1
2234	NP_932173.1
2235	NP_776058.1
2236	NP_002078.1
2237	NP_057185.1
2238	NP_000227.1
2239	NP_061829.3
2240	NP_612452.1
2241	NP_065695.1
2242	NP_008961.1
2243	NP_006658.1
2244	NP_006349.1
2245	NP_776059.1
2246	NP_004857.4
2247	NP_002337.1
2248	NP_061837.3
2249	BAC05213.1
2250	NP_005863.1
2251	NP_000247.2
2252	NP_115664.2
2253	NP_006391.1
2254	NP_002593.1
2255	NP_958802.1
2256	NP_078913.3
2257	NP_036370.2
2258	NP_001416.1
2259	NP_000698.1
2260	NP_057571.1
2261	NP_079068.1
2262	NP_439895.2
2263	NP_000340.2
2264	NP_056071.2
2265	NP_149052.1
2266	NP_000130.1
2267	NP_001922.2
2268	NP_002601.1
2269	NP_001528.1
2270	NP_005369.2
2271	NP_006265.1
2272	NP_000473.2
2273	NP_001004319.1
2274	NP_057388.1
2275	NP_115985.2
2276	NP_000581.1
2277	NP_003350.1
2278	NP_443118.1
2279	NP_955392.1
2280	NP_996850.1
2281	NP_036274.2
2282	NP_872578.1
2283	NP_004997.4
2284	NP_443108.1
2285	NP_001701.2
2286	NP_001028774.2
2287	NP_003708.1
2288	NP_115726.1
2289	NP_000971.1
2290	NP_001092046.1
2291	NP_001817.1
2292	NP_473371.1
2293	NP_001293.2
2294	NP_058648.4
2295	NP_037450.2
2296	NP_114174.1
2297	NP_001990.2
2298	NP_059453.1
2299	NP_000598.1
2300	NP_006819.2
2301	NP_000873.2
2302	NP_705618.1
2303	NP_001003722.1
2304	NP_001008395.1
2305	NP_008884.1
2306	NP_008883.2
2307	AAD34145.1
2308	NP_076952.1
2309	NP_005844.4
2310	NP_055948.2
2311	NP_076972.2
2312	NP_000579.2
2313	NP_060747.1
2314	NP_003837.1
2315	NP_055178.2
2316	NP_037378.1
2317	NP_004741.1
2318	NP_733778.1
2319	NP_059143.2
2320	NP_000223.1
2321	NP_937839.1
2322	NP_056417.2
2323	NP_000117.1
2324	NP_001014763.1
2325	NP_060923.2
2326	NP_056326.2
2327	NP_003565.4
2328	NP_065386.1
2329	NP_055300.1
2330	NP_056271.2
2331	NP_004781.2
2332	NP_006835.2
2333	NP_115918.1
2334	NP_006736.1
2335	NP_002702.1
2336	NP_002658.1
2337	P45974
2338	NP_057407.2
2339	NP_002940.2
2340	NP_060492.1
2341	NP_060331.1
2342	NP_660150.1
2343	NP_009058.1
2344	NP_071939.1
2345	NP_443096.1
2346	P10071
2347	NP_001018146.1
2348	NP_116295.1
2349	NP_036376.2
2350	NP_000332.1
2351	NP_996896.1
2352	AAM80487.1
2353	NP_009086.4
2354	NP_005178.4
2355	NP_872363.1
2356	NP_057532.1
2357	NP_689520.2
2358	NP_057023.2
2359	NP_000731.1
2360	NP_000846.1
2361	NP_076999.1
2362	NP_056224.2
2363	NP_694967.2
2364	NP_005849.1
2365	NP_003095.1
2366	NP_065101.1
2367	NP_006436.3
2368	NP_000069.1
2369	NP_055254.2
2370	NP_937858.2
2371	NP_001037.1
2372	NP_056177.3
2373	NP_079384.2
2374	NP_060295.1
2375	NP_000094.2
2376	NP_039268.1
2377	NP_064708.1
2378	NP_066010.1
2379	AAG17224.1
2380	NP_775188.1
2381	NP_031370.2
2382	NP_006416.3
2383	NP_006426.1
2384	NP_060422.4
2385	NP_005740.1
2386	NP_054736.1
2387	NP_077718.2
2388	NP_060866.2
2389	NP_057507.1
2390	NP_005158.5
2391	NP_002448.2
2392	NP_003783.1
2393	NP_060093.3
2394	NP_060557.2
2395	NP_037407.4
2396	NP_112188.1
2397	NP_002575.1
2398	NP_057230.1
2399	NP_005830.2
2400	NP_003292.1
2401	NP_055325.2
2402	NP_000980.1
2403	NP_055099.1
2404	NP_861447.2
2405	AAO14651.1
2406	NP_002517.1
2407	NP_001003800.1
2408	NP_006647.3
2409	NP_000969.1
2410	NP_620409.1
2411	NP_542399.1
2412	NP_004763.1
2413	NP_002332.1
2414	NP_076425.1
2415	NP_061973.1
2416	NP_065911.2
2417	AAK21314.1
2418	NP_689889.1
2419	AAP90927.1
2420	NP_037460.2
2421	NP_005121.1
2422	NP_068762.1
2423	NP_000522.3
2424	NP_006274.1
2425	NP_659486.1
2426	NP_112484.1
2427	NP_006347.1
2428	NP_619639.3
2429	NP_060900.2
2430	NP_003867.1
2431	NP_057522.1
2432	NP_004522.1
2433	NP_056229.2
2434	NP_060218.1
2435	NP_056477.1
2436	NP_689695.1
2437	NP_060526.1
2438	NP_694551.1
2439	NP_115518.2
2440	NP_005081.1
2441	AAH09369.1
2442	NP_006099.2
2443	NP_001683.2
2444	NP_079348.1
2445	NP_055153.1
2446	NP_631918.1
2447	NP_003972.1
2448	NP_003071.2
2449	NP_079103.1
2450	NP_001715.1
2451	NP_004404.1
2452	NP_006029.1
2453	NP_065840.1
2454	NP_001863.2
2455	NP_001507.2
2456	NP_777571.1
2457	NP_004405.3
2458	NP_001075.1
2459	NP_006862.2
2460	NP_776159.1
2461	NP_000669.1
2462	NP_009123.1
2463	NP_060117.2
2464	NP_001948.1
2465	NP_996917.1
2466	NP_000309.1
2467	AAH41119.1
2468	NP_115696.2
2469	NP_009197.1
2470	NP_001018494.1
2471	NP_653202.1
2472	NP_065196.1
2473	NP_006015.4
2474	NP_653171.1
2475	NP_036361.1
2476	NP_001029058.1
2477	NP_852608.1
2478	NP_004452.1
2479	NP_000534.3
2480	NP_003054.1
2481	NP_060466.2
2482	NP_003794.3
2483	NP_000976.1
2484	NP_065731.3
2485	NP_006047.2
2486	NP_006672.1
2487	NP_001025162.1
2488	NP_062816.2
2489	NP_059110.2
2490	NP_061980.1
2491	NP_006067.3
2492	NP_443197.1
2493	NP_076980.2
2494	NP_079479.1
2495	NP_853515.1
2496	NP_006260.1
2497	NP_776195.1
2498	NP_076934.1
2499	NP_000299.2
2500	NP_000395.2
2501	NP_001419.1
2502	NP_000365.3
2503	NP_000476.1
2504	Q5XKR4
2505	Q9Y238
2506	NP_006750.3
2507	NP_003105.2
2508	O95766
2509	Q12882
2510	Q5H9F3
2511	Q06278
2512	Q6PRD7
2513	NP_004332.2
2514	NP_003784.2
2515	NP_003977.1
2516	NP_004417.2
2517	Q9UI17
2518	NP_005422.1
2519	P28838
2520	O95926
2521	Q9BXI3
2522	P49753
2523	P0C7P0
2524	NP_060612.2
2525	Q9BRJ2
2526	P50897
2527	NP_006535.1
2528	Q9UBR1
2529	NP_001001936.1
2530	P63302
2531	Q9UDW3
2532	Q9BZQ8
2533	O75880
2534	NP_109377.1
2535	NP_000160.1
2536	Q7Z5Q5
2537	NP_001167.2
2538	Q9Y6W3
2539	P50135
2540	Q9BSH3
2541	Q8WUN7
2542	Q9UJC5
2543	Q96Q11
2544	Q9H2W6
2545	Q12857
2546	Q16698
2547	NP_055596.3
2548	Q6P1L8
2549	Q9NVV4
2550	Q8N6F7
2551	Q9HBU6
2552	Q15562
2553	Q9UI36
2554	P54803
2555	Q6UXN9
2556	Q9NZE8
2557	NP_073624.2
2558	Q9UK76
2559	NP_000894.1
2560	Q16822
2561	Q96JN0
2562	Q9HD33
2563	O75394
2564	Q9NX20
2565	NP_055130.1
2566	NP_077268.1
2567	NP_004917.2
2568	O43182
2569	NP_001893.2
2570	NP_004731.2
2571	NP_689953.1
2572	Q8N142
2573	Q8TCE9
2574	Q9UHN1
2575	Q9NY74
2576	Q16540
2577	Q12849
2578	Q9Y3B7
2579	Q86WB0
2580	Q86V15
2581	Q9BU02
2582	P15586
2583	NP_001752.2
2584	NP_550438.1
2585	Q7RTR2
2586	Q96RP9
2587	NP_060370.1
2588	Q9P0R6
2589	NP_008993.1
2590	NP_060177.2
2591	P30838
2592	Q9BYG8
2593	P29144
2594	P82914
2595	NP_056520.2
2596	NP_004799.1
2597	P51857
2598	Q9C002
2599	NP_006432.1
2600	O00115
2601	NP_004835.2
2602	P09430
2603	Q9H0W9
2604	P13995
2605	Q9BXL8
2606	Q9NP74
2607	Q8N183
2608	Q8TCS8
2609	Q8N9N5
2610	NP_795361.1
2611	Q93088
2612	Q9Y2J8
2613	Q96BP2
2614	O75570
2615	NP_073598.1
2616	Q2VPK5
2617	Q9Y618
2618	NP_006006.3
2619	Q7Z591
2620	Q8IXM3
2621	P82664
2622	NP_004526.1
2623	Q9NP92
2624	Q9NYK5
2625	NP_006581.2
2626	P82663
2627	NP_056975.1
2628	NP_055433.2
2629	P0C665
2630	P15848
2631	Q9P0K8
2632	Q9BXL7
2633	NP_057461.1
2634	NP_005470.2
2635	AAH09210.1
2636	NP_003215.1
2637	P51970
2638	Q8WXI4
2639	O75132
2640	NP_003671.1
2641	NP_079273.2
